sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
ILK-A2-FH-2	Pinkney-Ashnet-ILK-A2-FH-2B_S40	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-ILK-A2-FH-2B_S40_L001_R1_001.fastq.gz	Pinkney-Ashnet-ILK-A2-FH-2B_S40_L001_R2_001.fastq.gz				
ILK-A2-LM-1	Pinkney-Ashnet-ILK-A2-LM-1A_S13	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-ILK-A2-LM-1A_S13_L001_R1_001.fastq.gz	Pinkney-Ashnet-ILK-A2-LM-1A_S13_L001_R2_001.fastq.gz				
ILK-A2-LM-1	Pinkney-Ashnet-ILK-A2-LM-1B_S14	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-ILK-A2-LM-1B_S14_L001_R1_001.fastq.gz	Pinkney-Ashnet-ILK-A2-LM-1B_S14_L001_R2_001.fastq.gz				
ILK-A2-LM-2	Pinkney-Ashnet-ILK-A2-LM-2A_S37	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-ILK-A2-LM-2A_S37_L001_R1_001.fastq.gz	Pinkney-Ashnet-ILK-A2-LM-2A_S37_L001_R2_001.fastq.gz				
ILK-A2-LM-2	Pinkney-Ashnet-ILK-A2-LM-2B_S38	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-ILK-A2-LM-2B_S38_L001_R1_001.fastq.gz	Pinkney-Ashnet-ILK-A2-LM-2B_S38_L001_R2_001.fastq.gz				
ILK-A2-MIN-1	Pinkney-Ashnet-ILK-A2-MIN-1A_S17	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-ILK-A2-MIN-1A_S17_L001_R1_001.fastq.gz	Pinkney-Ashnet-ILK-A2-MIN-1A_S17_L001_R2_001.fastq.gz				
ILK-A2-MIN-1	Pinkney-Ashnet-ILK-A2-MIN-1B_S18	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-ILK-A2-MIN-1B_S18_L001_R1_001.fastq.gz	Pinkney-Ashnet-ILK-A2-MIN-1B_S18_L001_R2_001.fastq.gz				
ILK-A3-FH-1	Pinkney-Ashnet-ILK-A3-FH-1A_S21	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-ILK-A3-FH-1A_S21_L001_R1_001.fastq.gz	Pinkney-Ashnet-ILK-A3-FH-1A_S21_L001_R2_001.fastq.gz				
ILK-A3-FH-1	Pinkney-Ashnet-ILK-A3-FH-1B_S22	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-ILK-A3-FH-1B_S22_L001_R1_001.fastq.gz	Pinkney-Ashnet-ILK-A3-FH-1B_S22_L001_R2_001.fastq.gz				
ILK-A3-LM-1	Pinkney-Ashnet-ILK-A3-LM-1A_S19	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkney-Ashnet-ILK-A3-LM-1A_S19_L001_R1_001.fastq.gz	Pinkney-Ashnet-ILK-A3-LM-1A_S19_L001_R2_001.fastq.gz				
